[15/01/2013 17:46:43] foo.html Hoa\Router\Http::addRule(): (-1) Missing argument 2 for Hoa\Router\Http::addRule()in /usr/local/lib/Hoa/Hoa/Router/Http.php at line 266.
[15/01/2013 17:46:51] foo.html Hoa\Router\Http::addRule(): (-1) Missing argument 2 for Hoa\Router\Http::addRule()in /usr/local/lib/Hoa/Hoa/Router/Http.php at line 266.
[16/01/2013 15:14:38] favicon.ico Hoa\Router\Http::route(): (5) Cannot found an appropriated rule to route favicon.ico.in /usr/local/lib/Hoa/Hoa/Router/Http.php at line 495.
[16/01/2013 15:14:38] favicon.ico Hoa\Router\Http::route(): (5) Cannot found an appropriated rule to route favicon.ico.in /usr/local/lib/Hoa/Hoa/Router/Http.php at line 495.
[16/01/2013 15:14:38] favicon.ico Hoa\Router\Http::route(): (5) Cannot found an appropriated rule to route favicon.ico.in /usr/local/lib/Hoa/Hoa/Router/Http.php at line 495.
[16/01/2013 16:06:02]  file_get_contents(): (-1) file_get_contents(hoa://Data/Etc/Contextproduction/context.json): failed to open stream: "\Hoa\Core\Protocol\Wrapper::stream_open" call failedin /var/www/hoathis.net/Data/Library/Hoathis/Context/Context.php at line 19.
[16/01/2013 16:06:03]  file_get_contents(): (-1) file_get_contents(hoa://Data/Etc/Contextproduction/context.json): failed to open stream: "\Hoa\Core\Protocol\Wrapper::stream_open" call failedin /var/www/hoathis.net/Data/Library/Hoathis/Context/Context.php at line 19.
[16/01/2013 16:06:03]  file_get_contents(): (-1) file_get_contents(hoa://Data/Etc/Contextproduction/context.json): failed to open stream: "\Hoa\Core\Protocol\Wrapper::stream_open" call failedin /var/www/hoathis.net/Data/Library/Hoathis/Context/Context.php at line 19.
[16/01/2013 16:06:03]  file_get_contents(): (-1) file_get_contents(hoa://Data/Etc/Contextproduction/context.json): failed to open stream: "\Hoa\Core\Protocol\Wrapper::stream_open" call failedin /var/www/hoathis.net/Data/Library/Hoathis/Context/Context.php at line 19.
[16/01/2013 16:06:03]  file_get_contents(): (-1) file_get_contents(hoa://Data/Etc/Contextproduction/context.json): failed to open stream: "\Hoa\Core\Protocol\Wrapper::stream_open" call failedin /var/www/hoathis.net/Data/Library/Hoathis/Context/Context.php at line 19.
[16/01/2013 16:06:03]  file_get_contents(): (-1) file_get_contents(hoa://Data/Etc/Contextproduction/context.json): failed to open stream: "\Hoa\Core\Protocol\Wrapper::stream_open" call failedin /var/www/hoathis.net/Data/Library/Hoathis/Context/Context.php at line 19.
[16/01/2013 16:06:03]  file_get_contents(): (-1) file_get_contents(hoa://Data/Etc/Contextproduction/context.json): failed to open stream: "\Hoa\Core\Protocol\Wrapper::stream_open" call failedin /var/www/hoathis.net/Data/Library/Hoathis/Context/Context.php at line 19.
[16/01/2013 16:06:04]  file_get_contents(): (-1) file_get_contents(hoa://Data/Etc/Contextproduction/context.json): failed to open stream: "\Hoa\Core\Protocol\Wrapper::stream_open" call failedin /var/www/hoathis.net/Data/Library/Hoathis/Context/Context.php at line 19.
[16/01/2013 16:06:04]  file_get_contents(): (-1) file_get_contents(hoa://Data/Etc/Contextproduction/context.json): failed to open stream: "\Hoa\Core\Protocol\Wrapper::stream_open" call failedin /var/www/hoathis.net/Data/Library/Hoathis/Context/Context.php at line 19.
[16/01/2013 16:06:04]  file_get_contents(): (-1) file_get_contents(hoa://Data/Etc/Contextproduction/context.json): failed to open stream: "\Hoa\Core\Protocol\Wrapper::stream_open" call failedin /var/www/hoathis.net/Data/Library/Hoathis/Context/Context.php at line 19.
[16/01/2013 16:06:04]  file_get_contents(): (-1) file_get_contents(hoa://Data/Etc/Contextproduction/context.json): failed to open stream: "\Hoa\Core\Protocol\Wrapper::stream_open" call failedin /var/www/hoathis.net/Data/Library/Hoathis/Context/Context.php at line 19.
